Year,Biogas,Coal and peat,Fossil fuels n.e.s.,Marine energy,Natural gas,Nuclear,Oil,Onshore wind energy,Other non-renewable energy,Pumped storage,Renewable hydropower,Renewable municipal waste,Solar photovoltaic,Solid biofuels,Total non-renewable,Total renewable
2025-01-01,358.4731073028854,2971.7927935319412,1374.2642789795125,1.1999999999999997,20219.786401007717,12748.440675088024,6019.622981649408,18973.335683150457,38.00594081262003,174.0,83512.46914349274,38.00594081262003,6609.203106954141,2316.899852312178,45220.73534133848,111104.96948787502
2026-01-01,364.09773837479355,2398.747279319562,1374.4383424513026,1.1999999999999997,19803.711403830377,12688.325718545168,6019.246910743788,20646.042180995355,38.0056758523921,174.0,83518.88484334666,38.0056758523921,7584.644229207706,2316.791848388955,45232.8995823799,112517.16947198145
2027-01-01,368.98510903230954,1956.3086200109337,1374.5529868027659,1.1999999999999997,19641.038794271495,12733.816369224372,6019.473930795162,22576.412090097492,38.0056876696176,174.0,83521.72960085676,38.0056876696176,8723.05275517111,2316.781245405773,45230.01321262777,113763.24683254276
2028-01-01,373.2318572436273,1614.709283839762,1374.6284956225502,1.1999999999999997,19577.438774851395,12699.392335369468,6019.33688721387,24804.13583647378,38.00568714256937,174.0,83522.99098238576,38.00568714256937,10051.655725068536,2316.7802044875452,45230.69809961066,114862.74322538964
2029-01-01,376.92195395086105,1350.9662676780877,1374.6782283986745,1.1999999999999997,19552.57311073495,12725.441954118609,6019.4196153388075,27375.01775230156,38.005687166075724,174.0,83523.55028607194,38.005687166075724,11602.229013446218,2316.7801022983085,45230.53558745192,115832.90154472443
